dtime,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD
2012/4/11,80.76,128.04,105.57,80.35,87.85,11.84,14.19,13.9,82.77,65.79,10.11,214.45
2012/4/12,81.02,128.97,106.24,80.72,88.35,11.92,14.29,13.95,83.56,66.38,10.15,215.14
2012/4/13,80.98,129.27,106.8,81.4,88.91,12.02,14.36,14.05,84.59,67.33,10.29,215.03
2012/4/16,80.98,128.19,105.41,81,87.67,11.88,14.17,13.95,83.62,66.4,10.16,215.03
2012/4/17,80.56,128.05,105.66,80.56,87.93,11.89,14.21,13.99,83.37,65.93,10.14,213.91
2012/4/18,81.07,129.23,106.5,82,88.66,11.98,14.32,14.11,84.46,66.68,10.4,215.21
2012/4/19,81.44,130.51,106.82,82.18,88.84,12.07,14.37,14.15,84.48,66.55,10.39,216.25
2012/4/20,81.66,131.1,107.42,82.09,89.31,12.13,14.43,14.21,84.44,66.54,10.4,216.83
2012/4/23,81.51,131.4,107.51,82.03,89.5,12.16,14.45,14.23,84.51,66.62,10.42,216.44
2012/4/24,81.17,130.84,106.74,81.86,88.83,12.01,14.35,14.14,83.79,65.97,10.34,215.53
2012/4/25,81.45,131.5,107.49,82.46,89.48,12.1,14.45,14.21,84.03,66.19,10.47,216.28
2012/4/26,81.36,131.59,107.57,82.73,89.54,12.12,14.46,14.23,84.25,66.28,10.52,216.04
2012/4/27,81.19,131.41,107.23,82.4,89.24,12.08,14.42,14.14,84.27,66.08,10.45,215.59
2012/5/1,79.85,129.62,105.69,80.8,88.01,11.88,14.21,13.95,83.24,65.35,10.29,212.03
2012/5/2,80.26,130.25,106.11,81.39,88.31,11.93,14.26,14.02,82.96,65.29,10.39,213.12
2012/5/7,79.87,128.78,103.67,80.08,86.31,11.62,13.94,13.7,80.82,63.25,10.15,212.08
2012/5/8,80.02,129.47,104.32,80.54,86.86,11.73,14.04,13.8,81.6,63.63,10.25,212.48
2012/5/9,79.89,128.99,103.78,79.9,86.42,11.64,13.96,13.7,80.65,62.83,10.11,212.13
2012/5/10,79.73,128.68,103.19,79.59,85.92,11.59,13.88,13.68,80.24,62.6,9.96,211.71
2012/5/11,79.94,129.01,103.43,79.68,86.16,11.52,13.92,13.66,80.59,62.73,9.95,212.27
2012/5/14,80.13,128.81,103.38,80.2,86.05,11.49,13.91,13.65,80.43,62.68,9.88,212.77
2012/5/15,79.94,128.66,102.56,79.73,85.4,11.34,13.8,13.48,79.72,62.15,9.75,212.27
2012/5/16,80.4,128.47,102.33,79.82,85.2,11.2,13.77,13.4,79.93,61.86,9.64,213.49
2012/5/17,80.3,127.84,102.28,79.36,85.18,11.22,13.77,13.5,79.8,61.58,9.66,213.22
2012/5/18,79.44,125.33,100.86,77.91,83.99,11.02,13.57,13.26,78.38,60.58,9.48,210.94
2012/5/21,79.2,125.29,101.31,77.61,84.34,11.08,13.64,13.28,78.1,60.14,9.51,210.3
2012/5/22,79.4,125.64,101.62,78.05,84.6,11.16,13.68,13.39,78.7,60.88,9.67,210.83
2012/5/23,79.97,125.97,101.19,78.17,84.25,11.14,13.62,13.34,78.09,60.03,9.56,212.35
2012/5/24,79.49,124.69,99.89,77.47,83.19,11.1,13.45,13.27,77.49,59.7,9.48,211.07
2012/5/25,79.7,124.86,99.94,77.65,83.14,11.11,13.45,13.22,77.88,60.17,9.56,211.63
2012/5/28,79.45,124.66,99.81,77.41,83.04,11.12,13.43,13.24,78.13,60.44,9.53,210.97
2012/5/29,79.6,124.62,99.64,77.58,82.91,11.1,13.41,13.23,78.17,60.42,9.53,211.36
2012/5/30,79.51,124.24,99.13,77.64,82.55,11.01,13.34,13.17,78.09,60.52,9.55,211.13
2012/5/31,78.93,122.1,97.6,76.63,81.29,10.88,13.14,12.97,76.55,59.4,9.23,209.59
2012/6/1,78.69,121.06,97.1,76.04,80.87,10.82,13.07,12.85,76.34,59.16,9.23,208.95
2012/6/4,78.16,119.94,96.81,74.82,80.61,10.73,13.03,12.72,75.29,58.69,9.06,207.54
2012/6/5,78.32,120.59,98.13,75.48,81.69,10.96,13.21,12.93,76.35,59.46,9.26,207.97
2012/6/6,78.66,121.01,98,75.85,81.59,10.93,13.19,12.88,76.94,59.74,9.37,208.87
2012/6/7,79.26,122.65,99.63,77.06,82.94,11.07,13.41,13.06,78.44,60.95,9.56,210.46
2012/6/8,79.68,123.56,99.89,77.38,83.16,11.14,13.44,13.16,78.7,61.02,9.49,211.58
2012/6/11,79.62,123.82,100.62,77.95,83.76,11.29,13.54,13.27,79.46,61.8,9.57,211.42
2012/6/12,79.26,122.75,98.89,76.88,82.35,11.15,13.31,13.13,78.38,61.05,9.37,210.46
2012/6/13,79.59,123.85,99.43,77.48,82.79,11.23,13.38,13.24,79.14,61.78,9.44,211.34
2012/6/14,79.43,123.2,99.73,77.19,83.02,11.29,13.42,13.28,78.96,61.59,9.46,210.91
2012/6/15,79.48,123.52,100.27,77.62,83.49,11.33,13.49,13.37,79.51,62.15,9.49,211.05
2012/6/18,79.29,124.58,100.76,77.77,83.87,11.4,13.56,13.38,80.23,62.81,9.59,210.54
2012/6/19,79.05,123.99,99.6,77.32,82.92,11.26,13.4,13.22,79.97,62.62,9.51,209.9
2012/6/20,78.98,124.2,100.01,77.48,83.29,11.32,13.46,13.27,80.33,62.79,9.62,209.72
2012/6/21,79.47,124.76,100.66,77.87,83.8,11.4,13.55,13.44,80.98,63.52,9.68,211.02
2012/6/22,80.13,125.09,100.64,77.98,83.79,11.43,13.54,13.43,80.58,63.13,9.56,212.77
2012/6/25,80.43,125.3,100.79,78.34,83.91,11.45,13.56,13.46,80.66,63.26,9.54,213.57
2012/6/26,79.67,124.09,99.68,77.49,83.01,11.29,13.41,13.28,79.87,62.85,9.4,211.55
2012/6/27,79.46,124.16,99.21,77.53,82.57,11.24,13.34,13.21,79.84,62.76,9.4,210.99
2012/6/28,79.52,123.94,99.33,77.68,82.71,11.31,13.36,13.19,80.42,63.23,9.44,211.15
2012/6/29,79.31,123.12,98.73,76.78,82.2,11.27,13.29,13.08,79.63,62.4,9.42,210.59
2012/7/2,79.78,124.9,100.78,78.3,83.88,11.5,13.56,13.37,81.64,63.96,9.75,211.84
2012/7/3,79.54,124.81,100.09,78.25,83.32,11.48,13.46,13.32,81.53,63.91,9.72,211.21
2012/7/4,79.75,125.14,100.37,78.73,83.54,11.51,13.5,13.36,82.01,64.21,9.86,211.76
2012/7/5,79.95,124.64,100.14,78.91,83.38,11.57,13.47,13.36,82.14,64.29,9.82,212.29
2012/7/6,79.99,124.14,99.05,78.83,82.48,11.48,13.32,13.22,82.18,64.27,9.82,212.4
2012/7/9,79.52,123.1,97.66,77.98,81.33,11.31,13.13,12.99,81.08,63.41,9.61,211.15
2012/7/10,79.53,123.41,97.81,77.96,81.43,11.34,13.15,13.09,81.08,63.29,9.64,211.18
2012/7/11,79.29,123.03,97.12,77.51,80.88,11.36,13.06,13,80.75,62.95,9.64,210.54
2012/7/12,79.64,123.58,97.42,78.06,81.13,11.38,13.1,13.03,81.55,63.31,9.66,211.41
2012/7/13,79.41,122.47,96.8,77.81,80.59,11.3,13.02,13.01,80.43,62.65,9.53,210.86
2012/7/17,78.92,123.48,96.91,77.81,80.7,11.22,13.03,12.96,80.94,62.92,9.6,209.56
2012/7/18,79.1,123.89,97.29,78.16,80.97,11.38,13.08,13.05,81.65,63.2,9.68,210.04
2012/7/19,78.72,123.26,96.71,77.99,80.54,11.36,13,12.92,81.65,63.05,9.65,209.03
2012/7/20,78.74,123.67,96.47,78.08,80.33,11.35,12.97,12.99,81.98,63.18,9.61,209.08
2012/7/23,78.41,122.2,95.07,77.27,79.18,11.26,12.78,12.9,81.01,62.4,9.45,208.2
2012/7/24,78.34,121.58,94.97,76.92,79.09,11.3,12.77,12.88,80.46,61.85,9.27,208.02
2012/7/25,78.14,121.09,94.23,76.39,78.47,11.2,12.67,12.77,79.69,61.09,9.14,207.49
2012/7/26,78.08,120.87,94.75,76.84,78.88,11.19,12.74,12.84,80.48,61.69,9.27,207.33
2012/7/27,78.36,122.79,96.18,77.56,80.08,11.39,12.93,13.01,81.4,62.65,9.47,208.07
2012/7/30,78.46,123.39,96.47,78.09,80.32,11.4,12.97,12.95,82.12,63.41,9.58,208.34
2012/7/31,78.17,122.84,95.84,78.05,79.81,11.53,12.89,12.95,82.06,63.27,9.53,207.57
2012/8/1,78.11,122.41,95.98,77.88,79.92,11.52,12.88,12.91,81.98,63.36,9.43,207.41
2012/8/2,78.46,121.84,95.93,78.08,79.87,11.55,12.89,12.99,82,63.42,9.39,208.34
2012/8/3,78.12,121.2,95.07,77.67,79.16,11.46,12.78,12.9,81.75,63.33,9.34,207.43
2012/8/6,78.55,122.85,97.5,78.5,81.12,11.72,13.1,13.17,82.98,64.31,9.65,208.58
2012/8/7,78.18,121.85,96.87,78.1,80.64,11.66,13.02,13.12,82.56,64.15,9.57,207.59
2012/8/8,78.59,122.7,97.37,78.79,81.06,11.68,13.08,13.25,82.85,64.05,9.62,208.68
2012/8/9,78.46,122.97,97.05,78.86,80.79,11.73,13.04,13.36,82.87,63.77,9.68,208.34
2012/8/10,78.61,122.92,96.64,79.25,80.46,11.74,12.99,13.29,83.1,63.83,9.74,208.74
2012/8/13,78.28,122.63,96.02,78.92,79.97,11.74,12.91,13.21,82.59,63.49,9.68,207.86
2012/8/14,78.44,123.06,96.79,79.07,80.59,11.7,13,13.2,82.56,63.59,9.63,208.28
2012/8/15,78.87,123.6,97.21,79.47,80.93,11.78,13.06,13.28,82.62,63.44,9.62,209.43
2012/8/16,79.11,124.11,97.31,80,81.01,11.86,13.07,13.3,83.15,63.93,9.62,210.06
2012/8/17,79.38,124.86,98.03,80.46,81.63,11.86,13.17,13.36,83.45,64.41,9.69,210.78
2012/8/20,79.58,124.83,98.11,80.49,81.68,11.93,13.17,13.46,83.09,64.32,9.58,211.31
2012/8/21,79.37,124.7,98.03,80.27,81.62,11.89,13.17,13.42,82.97,64.26,9.55,210.75
2012/8/22,79.27,125.01,98.86,80.05,82.3,11.9,13.27,13.47,82.96,64.16,9.6,210.49
2012/8/23,78.57,124.82,98.44,79.29,81.97,11.86,13.22,13.42,82.54,64.14,9.55,208.63
2012/8/24,78.57,124.6,98.64,79.02,82.14,11.89,13.25,13.48,81.96,63.89,9.44,208.63
2012/8/27,78.81,124.61,98.59,79.51,82.1,11.93,13.24,13.51,82.06,63.93,9.41,209.27
2012/8/28,78.7,124.05,98.28,79.41,81.83,11.92,13.2,13.49,81.48,63.48,9.31,208.98
2012/8/29,78.61,124.37,98.71,79.56,82.19,11.85,13.25,13.46,81.49,63.26,9.36,208.74
2012/8/30,78.68,124.53,98.57,79.46,82.07,11.81,13.23,13.52,81.28,63.02,9.36,208.92
2012/8/31,78.6,124.11,98.32,79.15,81.87,11.77,13.2,13.53,80.9,62.77,9.25,208.71
2012/9/3,78.23,124.03,98.29,79.22,81.85,11.81,13.19,13.48,80.25,62.51,9.27,207.73
2012/9/4,78.38,124.47,98.66,79.44,82.18,11.73,13.24,13.5,80.17,62.36,9.35,208.13
2012/9/5,78.52,124.53,98.38,79.66,81.9,11.67,13.21,13.5,80.2,62.34,9.33,208.5
2012/9/6,78.48,124.78,98.87,79.18,82.11,11.68,13.27,13.48,80,62.4,9.34,208.39
2012/9/7,78.89,125.62,99.64,80.25,82.7,11.69,13.37,13.49,81.17,63.24,9.51,209.48
2012/9/10,78.22,125.23,100.03,79.91,82.73,11.84,13.43,13.67,81.08,63.39,9.55,207.7
2012/9/11,78.26,125.18,99.89,80.1,82.72,11.8,13.41,13.51,80.86,63.33,9.56,207.81
2012/9/12,77.89,125.18,100.12,80.07,82.94,11.79,13.43,13.51,81.37,63.74,9.53,206.82
2012/9/13,77.78,125.33,100.44,79.68,83.05,11.86,13.47,13.56,81.5,63.88,9.35,206.53
2012/9/14,77.67,125.49,100.86,80.21,83.05,11.81,13.53,13.6,81.91,64.6,9.42,206.24
2012/9/18,78.61,127.63,102.95,80.63,84.75,11.93,13.81,13.74,82.19,64.83,9.51,208.74
2012/9/19,78.68,127.76,102.63,80.66,84.72,11.99,13.77,13.76,82.1,65.09,9.59,208.92
2012/9/20,78.41,127.23,102.33,80.37,84.54,12.05,13.73,13.74,82.06,65.08,9.48,208.2
2012/9/21,78.36,127.12,101.67,80.3,84.03,12.03,13.64,13.69,81.93,65.05,9.44,208.07
2012/9/24,78.15,126.88,101.42,79.92,83.73,11.91,13.6,13.64,81.56,64.64,9.44,207.51
2012/9/25,77.86,126.32,100.74,79.48,83.25,11.86,13.51,13.57,81.14,64.04,9.45,206.74
2012/9/26,77.78,126.01,100.38,79.29,82.99,11.85,13.46,13.59,80.67,63.79,9.45,206.53
2012/9/27,77.69,125.63,99.99,78.87,82.69,11.79,13.41,13.52,80.55,64.06,9.45,206.29
2012/9/28,77.61,126,100.22,79.15,82.82,11.9,13.45,13.61,81.09,64.59,9.42,206.08
2012/10/1,77.94,125.69,99.86,79.25,82.67,11.85,13.4,13.56,80.77,64.57,9.44,206.96
2012/10/2,78.06,125.9,100.63,79.47,83.18,11.85,13.5,13.63,80.86,64.65,9.34,207.28
2012/10/3,78.31,126.28,101.08,79.55,83.57,11.83,13.56,13.71,80.31,64.69,9.37,207.94
2012/10/4,78.53,126.4,101.42,79.56,83.77,11.76,13.61,13.64,80.3,64.51,9.32,208.52
2012/10/5,78.58,127.23,102.27,80.09,84.43,11.88,13.73,13.77,80.57,64.62,9.24,208.66
2012/10/9,78.32,125.52,101.64,80.28,83.74,11.82,13.63,13.72,80.11,64.29,8.81,207.97
2012/10/10,78.3,125.24,100.72,79.96,83.17,11.68,13.51,13.64,79.85,63.85,8.9,207.91
2012/10/11,78.15,125.02,100.38,79.52,83.09,11.67,13.46,13.62,80.22,63.83,8.96,207.51
2012/10/12,78.52,125.99,101.57,80.25,83.97,11.73,13.62,13.77,80.62,64.25,9.06,208.5
2012/10/15,78.35,125.55,101.06,79.87,83.66,11.66,13.56,13.68,79.99,63.74,8.92,208.05
2012/10/16,78.79,126.64,102.14,80.22,84.53,11.84,13.69,13.82,80.85,64.22,8.95,209.16
2012/10/17,78.75,126.99,103.12,79.79,85.24,11.94,13.82,13.94,81.19,64.38,9.07,209.05
2012/10/18,79.16,127.68,103.72,80.87,85.75,12.01,13.91,14.04,82.14,65.03,9.21,210.14
2012/10/19,79.43,127.56,103.79,80.62,85.9,12.09,13.92,14.09,82.41,65.03,9.18,210.91
2012/10/22,79.33,126.99,103.37,79.8,85.51,12.06,13.86,14.03,81.82,64.85,9.15,210.65
2012/10/23,79.95,128.05,104.41,80.54,86.26,12.13,14,14.1,82.52,65.36,9.26,212.29
2012/10/24,79.86,127.34,103.66,80.48,85.6,12.02,13.9,13.95,82.19,64.82,9.12,212.06
2012/10/25,79.91,128.16,103.64,80.42,85.7,11.96,13.9,13.9,82.83,65.73,9.11,212.19
2012/10/26,80.26,129.41,103.86,80.69,85.86,11.97,13.93,13.91,83.11,65.79,9.19,213.12
2012/10/29,79.68,128.13,102.91,79.73,85.13,11.87,13.8,13.79,82.44,65.35,9.17,211.58
2012/10/30,79.88,128.08,103.13,79.82,85.36,11.97,13.83,13.87,82.58,65.53,9.21,212.05
2012/10/31,79.66,128.09,103.26,79.7,85.47,12.01,13.84,13.9,82.76,65.52,9.22,211.52
2012/11/1,79.9,128.86,103.55,79.92,85.74,12.06,13.88,14.02,82.96,65.71,9.21,212.16
2012/11/2,80.28,129.45,103.79,80.57,86.08,12.05,13.92,14.14,83.54,66.45,9.3,213.17
2012/11/5,80.5,128.99,103.27,80.88,85.63,12.01,13.85,14.05,83.36,66.46,9.2,213.75
2012/11/6,80.21,128.14,102.59,80.48,84.99,11.99,13.76,13.99,83.22,66.27,9.19,212.98
2012/11/7,80.21,128.14,102.57,80.78,84.92,12,13.75,14.02,83.6,66.33,9.28,212.98
2012/11/8,79.97,127.76,101.98,80.23,84.54,11.95,13.67,13.92,83.4,65.48,9.26,212.35
2012/11/9,79.55,127.07,101.31,79.48,84.04,11.92,13.58,13.9,82.66,64.73,9.14,211.23
2012/11/12,79.53,126.45,101.16,79.49,83.9,11.81,13.56,13.87,82.63,64.79,9.15,211.18
2012/11/13,79.64,126.36,101.12,79.62,83.92,11.77,13.56,13.86,82.95,65.12,9.1,211.47
2012/11/14,79.53,126.26,101.07,79.36,83.98,11.72,13.55,13.8,83.07,64.94,9.05,211.18
2012/11/15,80.24,127.12,102.07,79.92,84.84,11.82,13.69,13.92,83.08,64.98,9.02,213.06
2012/11/16,81.18,128.76,103.67,81.1,86.11,12,13.9,14.1,83.88,65.8,9.1,215.56
2012/11/19,81.48,129.5,103.9,81.33,86.19,12,13.93,14.09,84.4,66.23,9.19,216.36
2012/11/20,81.4,129.42,104.02,81.69,86.42,12.07,13.95,14.17,84.72,66.63,9.2,216.14
2012/11/21,81.86,130.36,104.88,82.22,87.06,12.11,14.06,14.28,85.02,66.86,9.24,217.37
2012/11/22,82.46,131.68,105.99,82.79,87.97,12.3,14.21,14.46,85.58,67.25,9.2,218.96
2012/11/26,82.64,132.49,107.13,83.21,88.96,12.47,14.36,14.61,86.42,68.08,9.31,219.44
2012/11/27,82.01,131.49,106.52,82.6,88.45,12.44,14.29,14.54,85.97,67.51,9.27,217.76
2012/11/28,82.19,131.68,106.34,82.68,88.31,12.27,14.26,14.45,85.86,67.45,9.3,218.24
2012/11/29,82.04,131.36,106.17,82.7,88.23,12.33,14.23,14.47,85.9,67.64,9.31,217.84
2012/11/30,82.1,131.69,106.52,82.7,88.52,12.32,14.28,14.44,85.63,67.58,9.35,218
2012/12/3,82.36,132,107.08,82.89,88.84,12.39,14.36,14.52,85.63,67.33,9.25,218.69
2012/12/4,82.11,132.1,107.15,82.52,88.67,12.37,14.36,14.57,85.56,67.41,9.26,217.97
2012/12/5,81.92,131.86,107.33,82.53,88.41,12.43,14.39,14.59,85.77,67.55,9.32,217.47
2012/12/6,82.41,132.66,107.6,83.05,88.91,12.47,14.43,14.64,86.29,68.34,9.4,218.77
2012/12/7,82.51,132.42,106.97,83.23,88.51,12.43,14.34,14.6,86.49,68.66,9.5,219.03
2012/12/10,82.56,132.34,106.57,83.63,88.27,12.35,14.29,14.52,86.54,68.82,9.52,219.17
2012/12/11,82.45,132.48,106.67,83.54,88.32,12.33,14.3,14.54,86.36,68.76,9.51,218.87
2012/12/12,82.56,133.01,107.36,83.71,88.55,12.43,14.4,14.62,86.98,69.28,9.55,219.17
2012/12/13,83.37,134.55,108.94,84.67,89.99,12.54,14.61,14.84,87.96,70.35,9.64,221.32
2012/12/14,83.71,134.83,109.38,84.98,90.59,12.54,14.66,14.88,88.04,70.48,9.69,222.28
2012/12/17,83.99,135.74,110.58,85.19,91.44,12.59,14.82,14.94,88.58,71.06,9.73,222.96
2012/12/18,83.92,135.94,110.48,85.32,91.42,12.6,14.81,14.95,88.55,70.87,9.84,222.78
2012/12/19,84.43,137.22,111.68,85.6,92.42,12.78,14.97,15.08,88.75,70.88,9.99,224.13
2012/12/20,84.26,136.91,111.37,85.19,92.24,12.86,14.93,15.11,88.26,70.35,9.92,223.74
2012/12/21,84.43,137.37,111.66,85.45,92.49,12.96,14.97,15.18,88.42,70.36,9.95,224.13
2012/12/25,84.73,136.67,111.59,85.33,92.39,12.94,14.96,15.15,87.77,69.61,9.87,224.93
2012/12/26,85.34,137.67,112.48,86.06,93.22,13.04,15.08,15.26,88.42,70.25,9.94,226.55
2012/12/27,85.71,138.32,113.4,86.32,93.89,13.18,15.2,15.38,88.89,70.3,10.01,227.59
2012/12/28,86.58,139.53,114.69,87.08,94.92,13.33,15.38,15.56,89.8,71.08,10.2,229.9
2013/1/4,87.64,140.89,114.15,88.69,94.41,13.4,15.3,15.68,91.67,72.55,10.2,232.71
2013/1/7,88.08,141.38,114.92,89.19,95.08,13.45,15.41,15.67,92.32,73.14,10.28,233.88
2013/1/8,87.56,141.1,114.85,88.78,95.02,13.48,15.4,15.71,91.95,73.3,10.22,232.44
2013/1/9,87.17,139.89,113.92,88.29,94.27,13.28,15.28,15.55,91.45,73.04,10.15,231.4
2013/1/10,88.2,141.23,115.09,89.28,95.23,13.43,15.43,15.75,92.59,74.01,10.25,234.14
2013/1/11,89.22,144.21,118.38,90.76,97.54,13.75,15.87,16.16,94.43,75.29,10.3,236.85
2013/1/15,89.59,144.08,119.87,91.08,97.21,13.91,16.07,16.28,94.61,75.45,10.3,237.83
2013/1/16,88.55,142.28,117.76,89.96,95.01,13.63,15.79,15.9,93.59,74.57,10.07,235.07
2013/1/17,88.66,141.9,117.94,89.92,95.23,13.66,15.81,15.94,93.53,74.66,10.11,235.36
2013/1/18,89.92,143.58,120.29,91.2,96.12,13.84,16.12,16.14,94.8,75.26,10.21,238.7
2013/1/21,89.84,142.48,119.54,90.53,96.21,13.78,16.02,16.03,94.31,74.94,10.12,238.49
2013/1/22,89.78,142.13,119.45,90.4,96.08,13.75,16.01,16.03,94.35,75.09,10.13,238.33
2013/1/23,88.73,140.57,118.15,89.43,95.44,13.63,15.83,15.92,93.62,74.69,10.03,235.61
2013/1/24,88.61,140.26,117.88,88.61,95.26,13.58,15.8,15.93,93.24,74.64,9.76,235.23
2013/1/25,90.56,142.92,121.07,90.3,97.43,13.95,16.23,16.35,94.61,75.78,9.98,240.4
2013/1/28,91.03,143.63,122.51,90.31,98.15,14.1,16.42,16.44,94.82,76.1,10.15,241.72
2013/1/29,90.51,142.07,121.71,89.96,97.71,14.1,16.32,16.35,94.4,75.55,9.96,240.27
2013/1/30,90.83,143.09,122.5,90.71,98.5,14.25,16.42,16.53,95.01,76.08,10.06,241.12
2013/1/31,91.14,143.99,123.66,90.91,100.11,14.36,16.58,16.66,95.02,76.25,10.11,242.01
2013/2/1,91.76,145.66,124.93,92.07,100.92,14.46,16.74,16.82,95.85,77.45,10.25,243.59
2013/2/4,92.69,145.5,126.46,92.9,102.06,14.68,16.95,17.02,96.48,78.34,10.46,246.06
2013/2/5,92.29,145.37,124.53,92.47,101.42,14.57,16.69,16.83,96.41,77.75,10.36,245
2013/2/6,93.66,146.62,127.23,94,103.21,14.82,17.05,17.11,97.1,79.22,10.61,248.63
2013/2/7,93.56,146.45,126.41,93.92,102.81,14.71,16.95,17.01,96.43,78.27,10.51,248.37
2013/2/8,93.71,147.27,125.48,93.79,102.01,14.6,16.82,16.97,96.22,78.08,10.51,248.3
2013/2/12,94.27,147.64,126.39,93.74,102.43,14.75,16.94,17.15,96.69,78.81,10.58,250.25
2013/2/13,93.34,146.3,125.51,93.14,101.78,14.67,16.83,17.02,96.52,78.53,10.49,247.78
2013/2/14,93.33,144.95,125.48,93.19,101.68,14.84,16.81,17.03,96.69,79.15,10.54,247.76
2013/2/15,92.96,144.1,124.15,92.87,100.86,14.7,16.64,16.79,96.2,79.11,10.58,246.77
2013/2/18,93.81,145.32,125.13,93.14,101.59,14.8,16.78,16.9,96.47,79.2,10.59,249.03
2013/2/19,93.82,145.12,125.18,92.83,101.58,14.77,16.79,16.88,96.85,79.32,10.57,249.06
2013/2/20,93.67,144.57,125.65,92.58,101.7,14.88,16.85,16.96,96.89,79.22,10.6,248.73
2013/2/21,93.88,143.01,124.72,92.34,101.19,14.81,16.72,16.78,96.25,78.35,10.54,249.22
2013/2/22,93.31,142.27,123.01,91.64,100.2,14.53,16.49,16.45,95.88,77.89,10.49,247.77
2013/2/25,94.07,142.35,124.06,91.96,100.99,14.68,16.63,16.59,96.79,78.74,10.58,249.79
2013/2/26,92.71,140.49,121.22,90.4,99.46,14.33,16.25,16.29,95.27,77.27,10.51,246.18
2013/2/27,92.09,139.37,120.27,89.77,98.8,14.26,16.13,16.16,94.19,76.08,10.43,244.53
2013/2/28,92.51,140.31,121.62,90.45,99.61,14.4,16.31,16.28,94.84,76.72,10.48,245.65
2013/3/1,92.67,140.59,121.09,89.99,98.96,14.36,16.24,16.19,94.71,76.53,10.28,246.07
2013/3/4,93.66,140.77,121.8,91.06,99.36,14.55,16.34,16.28,95.39,77.08,10.3,248.7
2013/3/5,93.4,141.19,121.67,91,99.27,14.57,16.32,16.36,95.36,77.29,10.29,248.01
2013/3/6,93.18,141.08,121.69,90.79,99.06,14.61,16.32,16.36,95.75,77.59,10.31,247.42
2013/3/7,94.12,140.99,122.13,91.12,99.22,14.68,16.39,16.46,96.25,77.85,10.33,249.92
2013/3/8,94.94,142.57,124.4,92.18,100.67,15.02,16.69,16.76,97.46,78.64,10.39,252.1
2013/3/11,96.1,143.33,124.86,93.44,100.93,14.98,16.74,16.75,98.17,78.95,10.58,255.18
2013/3/12,96.47,143.83,125.7,93.99,101.7,15.09,16.86,16.85,99.16,79.62,10.59,256.16
2013/3/13,96.07,143.18,125.13,93.63,101.44,15.13,16.78,16.85,99.13,79.16,10.49,255.1
2013/3/14,95.96,143.36,124.41,93.43,100.8,14.96,16.69,16.74,99.5,78.62,10.39,254.81
2013/3/15,96.15,144.99,125.05,94.04,101.52,14.94,16.77,16.61,99.74,78.9,10.49,255.31
2013/3/18,94.96,143.23,122.55,92.73,100.53,14.73,16.44,16.37,98.29,78.12,10.3,252.15
2013/3/19,95.55,144.28,123.82,93.52,100.99,14.86,16.61,16.53,99.37,78.94,10.42,253.72
2013/3/21,95.91,144.89,124.08,93.52,101.52,14.83,16.65,16.41,99.53,79.21,10.28,254.67
2013/3/22,95.08,144.35,122.71,92.84,100.5,14.67,16.47,16.31,99.18,79.09,10.22,252.47
2013/3/25,94.86,144.67,123.66,92.78,100.99,14.68,16.59,16.4,99.01,79.2,10.21,251.89
2013/3/26,94.08,142.77,120.99,92.11,99.19,14.43,16.23,16.12,98.45,78.58,10.13,249.81
2013/3/27,94.62,143.53,121.7,93.12,99.82,14.58,16.33,16.26,99.14,79.43,10.24,251.25
2013/3/28,94.33,142.83,120.52,92.84,98.96,14.47,16.17,16.12,98.64,78.99,10.18,250.48
2013/3/29,93.99,143.03,120.65,92.51,99.15,14.44,16.18,16.12,97.84,78.72,10.19,249.58
2013/4/1,94.38,143.32,120.71,92.8,99.16,14.42,16.19,16.12,98.23,78.97,10.22,250.61
2013/4/2,93.13,141.93,119.83,91.68,98.52,14.32,16.07,16.03,97.3,78.13,10.14,247.29
2013/4/3,93.67,141.4,119.95,92.32,98.66,14.42,16.1,16.1,97.98,78.76,10.13,248.73
2013/4/4,92.88,140.62,119.27,91.6,98.28,14.25,16.01,15.97,97.38,78.23,10.08,246.63
2013/4/5,96.94,147.74,125.37,95.69,103.13,14.86,16.82,16.76,100.98,81.5,10.56,257.41
2013/4/8,98.53,151.15,127.99,96.88,105.46,15.26,17.17,17.21,102.17,82.93,10.82,261.63
2013/4/9,99.37,151.73,129.74,97.73,106.54,15.54,17.41,17.36,103.59,84.31,11.09,263.86
2013/4/10,99.2,151.97,129.76,97.6,106.4,15.51,17.4,17.37,103.98,84.56,11.12,263.41
2013/4/11,99.67,152.73,130,98.19,106.71,15.55,17.44,17.32,105.1,85.63,11.2,264.66
2013/4/12,99.63,153.31,130.59,98.6,107.09,15.7,17.52,17.48,105.02,85.99,11.2,264.55
2013/4/15,98.66,151.79,129.23,97.31,106.23,15.48,17.34,17.26,103.75,84.51,11.03,261.98
2013/4/16,96.85,148.08,126.35,94.62,104.07,15.08,16.95,16.82,100.03,81.65,10.5,257.17
2013/4/17,98,150.53,129.17,95.87,106.26,15.4,17.33,17.13,101.68,83.15,10.73,260.15
2013/4/18,97.86,149.14,127.56,95.32,104.9,15,17.1,16.85,100.73,82.58,10.66,259.85
2013/4/19,98.29,150.19,128.3,95.82,105.38,15.04,17.21,16.9,101.1,82.64,10.71,260.99
2013/4/22,99.8,151.76,130.35,97.27,106.93,15.27,17.48,17.15,102.5,83.95,10.83,264.93
